sim,hdd_latency,ssd_latency,hdd_rate,ssd_rate
0.2491315107205653,40.33,0.56,188.89,1055.56
1.139457923693917,20.67,2.23,411.11,1888.89
0.1287412098682575,60.0,3.89,500.0,2722.22
0.6072342644183558,7.56,1.12,144.44,777.78
0.9051075603967672,27.22,5.0,322.22,1055.56
0.5337592560921861,27.22,1.12,277.78,3000.0
0.2258616296574223,46.89,3.34,366.67,2722.22
0.4221741709773614,7.56,4.45,322.22,1055.56
0.1407152985352047,53.44,3.34,322.22,2444.44
0.2125252351728994,40.33,0.56,322.22,2722.22
0.1799612639123672,46.89,1.67,455.56,2444.44
0.3237485638132076,1.0,3.34,188.89,2444.44
0.5242893752541332,27.22,0.01,322.22,1611.11
0.3450260565696648,40.33,5.0,411.11,777.78
0.6021510229879352,27.22,1.67,411.11,2722.22
0.5298384615338964,33.78,2.78,100.0,1055.56
1.817173120806324,20.67,5.0,500.0,1888.89
0.229394380519422,40.33,2.78,277.78,2444.44
0.8470226648915345,27.22,3.34,366.67,777.78
0.2877165653227552,33.78,0.01,188.89,777.78
0.1170665009887091,60.0,0.56,100.0,2166.67
0.8798047633386867,14.11,4.45,411.11,2444.44
0.1956787293576745,53.44,3.89,188.89,1333.33
0.1432648973637101,60.0,1.67,411.11,1055.56
1.007610578599481,14.11,4.45,366.67,1888.89
1.1979218702521297,14.11,3.89,455.56,500.0
0.1701463706288772,53.44,2.23,144.44,1888.89
0.3405504566514566,40.33,3.89,455.56,777.78
0.1325496431743439,46.89,0.56,100.0,2444.44
1.2680939999635232,14.11,1.67,366.67,1055.56
1.7443529107867193,20.67,5.0,411.11,2444.44
0.3589566023985422,33.78,1.12,322.22,3000.0
0.0961567609589417,60.0,2.78,411.11,2444.44
0.7730522406354864,20.67,0.01,144.44,2166.67
1.0364738789196184,14.11,2.78,366.67,2444.44
0.1287449263093533,53.44,3.34,322.22,2166.67
0.3507432072403674,40.33,3.89,455.56,1888.89
0.2109853049208672,46.89,3.34,322.22,2722.22
0.1561353773599695,53.44,1.67,233.33,1055.56
0.9494622271708808,14.11,4.45,411.11,2722.22
0.4925182569718084,7.56,3.34,188.89,1055.56
0.2906508812384338,1.0,1.12,233.33,777.78
0.2505647856933779,40.33,1.67,277.78,1611.11
0.1989920390704002,46.89,0.56,144.44,777.78
0.5479189276008061,27.22,2.23,455.56,2444.44
0.252140227357936,40.33,3.89,144.44,1333.33
0.290259199275706,1.0,1.12,233.33,2722.22
0.7596527480746997,20.67,0.01,277.78,777.78
0.903997394417802,20.67,1.12,277.78,777.78
0.2852267389503783,1.0,1.67,100.0,3000.0
0.7231229987032856,27.22,3.89,322.22,777.78
0.8023240584228439,14.11,5.0,411.11,2722.22
0.1261691736454469,53.44,1.67,188.89,1055.56
1.669012962149944,20.67,4.45,411.11,1055.56
0.4062313679548243,33.78,5.0,455.56,2166.67
0.3449358330621519,1.0,3.89,100.0,2166.67
0.2477912789745453,40.33,0.01,322.22,2444.44
1.5784326590031088,20.67,3.34,500.0,2444.44
1.651112755623244,20.67,4.45,366.67,1055.56
0.6358839807698099,7.56,1.12,233.33,1888.89
1.3956150590332186,20.67,3.34,233.33,777.78
0.1379518147053904,60.0,2.23,366.67,1333.33
1.2830253351948206,20.67,2.78,322.22,2722.22
0.1478356432237759,60.0,3.89,322.22,2166.67
0.6180090967220756,27.22,1.67,144.44,1888.89
0.6987929071937284,7.56,0.56,455.56,1888.89
1.3009249956796891,14.11,1.12,233.33,500.0
0.1580695290017007,53.44,1.12,144.44,777.78
0.5001610549638696,33.78,5.0,100.0,777.78
0.5237467203566281,33.78,3.89,322.22,3000.0
0.1238647744609704,60.0,2.23,188.89,500.0
0.6490044001674607,27.22,0.01,100.0,1611.11
0.3140407871559997,33.78,3.89,500.0,3000.0
0.3186860820813348,40.33,2.78,455.56,777.78
0.1210325095898194,60.0,1.12,366.67,2722.22
0.1662877890972429,46.89,5.0,322.22,1055.56
0.2793901521318225,40.33,1.67,188.89,1333.33
0.4078222916872861,7.56,5.0,411.11,2166.67
0.5091412644400066,27.22,0.01,233.33,1611.11
1.6445787411832185,20.67,4.45,411.11,500.0
0.2781712551355834,1.0,1.67,411.11,2166.67
0.4564241985469865,27.22,0.01,144.44,1888.89
0.1320206823782363,60.0,5.0,322.22,1611.11
0.3242887424681567,1.0,3.34,188.89,3000.0
0.3062536629324617,1.0,2.78,455.56,2166.67
0.8063490443200182,27.22,5.0,233.33,1055.56
1.818569058743513,20.67,3.89,322.22,2722.22
0.5442202767687199,27.22,0.01,233.33,3000.0
0.123349343965001,60.0,1.12,144.44,3000.0
1.06085361280581,14.11,3.34,233.33,2722.22
0.2129620723383525,40.33,0.56,455.56,1611.11
0.2171649996761696,46.89,3.89,144.44,1888.89
1.4165697776678976,20.67,3.34,100.0,1611.11
1.2215801016345933,14.11,2.23,455.56,777.78
0.155987965870896,46.89,0.56,411.11,1055.56
0.1872038273761057,46.89,1.67,500.0,2722.22
0.4204197811820337,33.78,1.67,500.0,1055.56
0.3256377138160554,1.0,3.34,366.67,2166.67
0.2667040746659703,40.33,0.56,100.0,500.0
1.1163930770912731,20.67,2.23,455.56,2166.67
1.1360303743178548,14.11,2.23,322.22,2444.44
0.4163897058084195,33.78,2.78,500.0,1611.11
0.7408865597687502,27.22,4.45,188.89,1888.89
0.3229119199419413,1.0,3.34,366.67,2722.22
1.2286866241064878,20.67,2.78,500.0,1611.11
0.1785199018542904,46.89,4.45,144.44,3000.0
0.3668766592189351,1.0,4.45,366.67,777.78
0.4972051036001842,7.56,3.34,277.78,1333.33
1.2170623284651323,14.11,1.12,455.56,1055.56
0.425298632271147,33.78,2.78,277.78,1611.11
0.1256455675433598,53.44,1.67,366.67,1333.33
0.5684896318683493,27.22,3.34,100.0,2166.67
0.4582733076233046,33.78,1.12,233.33,2166.67
0.3922987315511502,27.22,0.01,144.44,500.0
0.3225245525582275,1.0,3.34,144.44,500.0
0.2425584121900242,46.89,1.12,188.89,1611.11
1.02884198737488,14.11,4.45,277.78,500.0
0.3610770441730606,1.0,4.45,500.0,2444.44
0.1679309408160141,53.44,4.45,144.44,1888.89
